row_id,respondent_id,y,wait,eff,se,cash,p_dce
7929,441,1,0.0,0.95,3.0,800.0,0.66240185
7930,441,0,3.0,0.7,3.0,200.0,0.34408355
7931,441,0,0.0,0.0,0.0,0.0,0.18576865
7932,441,0,1.0,0.5,1.0,50.0,0.27324280
7933,441,1,6.0,0.95,1.0,200.0,0.34552419
7934,441,0,0.0,0.0,0.0,0.0,0.18576865
7935,441,1,6.0,0.95,2.0,800.0,0.57148108
7936,441,0,1.0,0.5,2.0,50.0,0.27753189
7937,441,0,0.0,0.0,0.0,0.0,0.18576865
7974,444,0,1.0,0.5,2.0,800.0,0.54357179
7976,444,0,0.0,0.0,0.0,0.0,0.18576865
7977,444,1,3.0,0.5,3.0,800.0,0.51866203
7979,444,0,0.0,0.0,0.0,0.0,0.18576865
7980,444,0,1.0,0.95,3.0,200.0,0.42753168
7981,444,1,1.0,0.7,1.0,50.0,0.31154864
7982,444,0,0.0,0.0,0.0,0.0,0.18576865
7983,444,1,3.0,0.95,3.0,800.0,0.62050764
7984,444,0,0.0,0.95,2.0,50.0,0.38250106
7985,444,0,0.0,0.0,0.0,0.0,0.18576865
7987,444,1,3.0,0.7,2.0,200.0,0.33924890
7988,444,0,0.0,0.0,0.0,0.0,0.18576865
7989,444,1,6.0,0.95,1.0,800.0,0.56620945
7991,444,0,0.0,0.0,0.0,0.0,0.18576865
8137,453,0,3.0,0.95,2.0,50.0,0.34045694
8138,453,0,0.0,0.0,0.0,0.0,0.18576865
8139,453,0,3.0,0.7,3.0,50.0,0.29495424
8141,453,1,0.0,0.0,0.0,0.0,0.18576865
8142,453,0,1.0,0.7,3.0,50.0,0.32084294
8143,453,1,1.0,0.95,2.0,200.0,0.42227938
8144,453,0,0.0,0.0,0.0,0.0,0.18576865
8146,453,0,6.0,0.95,2.0,200.0,0.35040084
8147,453,0,0.0,0.0,0.0,0.0,0.18576865
8149,453,0,3.0,0.95,1.0,800.0,0.61033366
8150,453,1,0.0,0.0,0.0,0.0,0.18576865
8152,453,0,1.0,0.5,1.0,800.0,0.53823425
8153,453,0,0.0,0.0,0.0,0.0,0.18576865
8282,461,0,0.0,0.0,0.0,0.0,0.18576865
8283,461,0,3.0,0.7,1.0,200.0,0.33444754
8285,461,0,0.0,0.0,0.0,0.0,0.18576865
8286,461,0,3.0,0.7,3.0,200.0,0.34408355
8287,461,0,1.0,0.95,1.0,800.0,0.63882242
8288,461,1,0.0,0.0,0.0,0.0,0.18576865
8289,461,1,0.0,0.95,3.0,800.0,0.66240185
8290,461,0,3.0,0.7,3.0,200.0,0.34408355
8291,461,0,0.0,0.0,0.0,0.0,0.18576865
8292,461,0,1.0,0.5,1.0,50.0,0.27324280
8293,461,1,6.0,0.95,1.0,200.0,0.34552419
8294,461,0,0.0,0.0,0.0,0.0,0.18576865
8295,461,1,6.0,0.95,2.0,800.0,0.57148108
8296,461,0,1.0,0.5,2.0,50.0,0.27753189
8297,461,0,0.0,0.0,0.0,0.0,0.18576865
8316,463,0,1.0,0.5,2.0,800.0,0.54357179
8318,463,0,0.0,0.0,0.0,0.0,0.18576865
8319,463,1,3.0,0.5,3.0,800.0,0.51866203
8321,463,0,0.0,0.0,0.0,0.0,0.18576865
8322,463,0,1.0,0.95,3.0,200.0,0.42753168
8323,463,1,1.0,0.7,1.0,50.0,0.31154864
8324,463,0,0.0,0.0,0.0,0.0,0.18576865
8325,463,1,3.0,0.95,3.0,800.0,0.62050764
8326,463,0,0.0,0.95,2.0,50.0,0.38250106
8327,463,0,0.0,0.0,0.0,0.0,0.18576865
8329,463,1,3.0,0.7,2.0,200.0,0.33924890
8330,463,0,0.0,0.0,0.0,0.0,0.18576865
8331,463,1,6.0,0.95,1.0,800.0,0.56620945
8333,463,0,0.0,0.0,0.0,0.0,0.18576865
8370,466,0,1.0,0.5,2.0,800.0,0.54357179
8372,466,0,0.0,0.0,0.0,0.0,0.18576865
8373,466,1,3.0,0.5,3.0,800.0,0.51866203
8375,466,0,0.0,0.0,0.0,0.0,0.18576865
8376,466,0,1.0,0.95,3.0,200.0,0.42753168
8377,466,1,1.0,0.7,1.0,50.0,0.31154864
8378,466,0,0.0,0.0,0.0,0.0,0.18576865
8379,466,1,3.0,0.95,3.0,800.0,0.62050764
8380,466,0,0.0,0.95,2.0,50.0,0.38250106
8381,466,0,0.0,0.0,0.0,0.0,0.18576865
8383,466,1,3.0,0.7,2.0,200.0,0.33924890
8384,466,0,0.0,0.0,0.0,0.0,0.18576865
8385,466,1,6.0,0.95,1.0,800.0,0.56620945
8387,466,0,0.0,0.0,0.0,0.0,0.18576865
8497,473,0,3.0,0.95,2.0,50.0,0.34045694
8498,473,0,0.0,0.0,0.0,0.0,0.18576865
8499,473,0,3.0,0.7,3.0,50.0,0.29495424
8501,473,1,0.0,0.0,0.0,0.0,0.18576865
8502,473,0,1.0,0.7,3.0,50.0,0.32084294
8503,473,1,1.0,0.95,2.0,200.0,0.42227938
8504,473,0,0.0,0.0,0.0,0.0,0.18576865
8506,473,0,6.0,0.95,2.0,200.0,0.35040084
8507,473,0,0.0,0.0,0.0,0.0,0.18576865
8509,473,0,3.0,0.95,1.0,800.0,0.61033366
8510,473,1,0.0,0.0,0.0,0.0,0.18576865
8512,473,0,1.0,0.5,1.0,800.0,0.53823425
8513,473,0,0.0,0.0,0.0,0.0,0.18576865
8514,474,0,1.0,0.5,2.0,800.0,0.54357179
8516,474,0,0.0,0.0,0.0,0.0,0.18576865
8517,474,1,3.0,0.5,3.0,800.0,0.51866203
8519,474,0,0.0,0.0,0.0,0.0,0.18576865
8520,474,0,1.0,0.95,3.0,200.0,0.42753168
8521,474,1,1.0,0.7,1.0,50.0,0.31154864
8522,474,0,0.0,0.0,0.0,0.0,0.18576865
8523,474,1,3.0,0.95,3.0,800.0,0.62050764
8524,474,0,0.0,0.95,2.0,50.0,0.38250106
8525,474,0,0.0,0.0,0.0,0.0,0.18576865
8527,474,1,3.0,0.7,2.0,200.0,0.33924890
8528,474,0,0.0,0.0,0.0,0.0,0.18576865
8529,474,1,6.0,0.95,1.0,800.0,0.56620945
8531,474,0,0.0,0.0,0.0,0.0,0.18576865
8587,478,0,3.0,0.95,2.0,50.0,0.34045694
8588,478,0,0.0,0.0,0.0,0.0,0.18576865
8589,478,0,3.0,0.7,3.0,50.0,0.29495424
8591,478,1,0.0,0.0,0.0,0.0,0.18576865
8592,478,0,1.0,0.7,3.0,50.0,0.32084294
8593,478,1,1.0,0.95,2.0,200.0,0.42227938
8594,478,0,0.0,0.0,0.0,0.0,0.18576865
8596,478,0,6.0,0.95,2.0,200.0,0.35040084
8597,478,0,0.0,0.0,0.0,0.0,0.18576865
8599,478,0,3.0,0.95,1.0,800.0,0.61033366
8600,478,1,0.0,0.0,0.0,0.0,0.18576865
8602,478,0,1.0,0.5,1.0,800.0,0.53823425
8603,478,0,0.0,0.0,0.0,0.0,0.18576865
8624,480,0,0.0,0.0,0.0,0.0,0.18576865
8625,480,0,3.0,0.7,1.0,200.0,0.33444754
8627,480,0,0.0,0.0,0.0,0.0,0.18576865
8628,480,0,3.0,0.7,3.0,200.0,0.34408355
8629,480,0,1.0,0.95,1.0,800.0,0.63882242
8630,480,1,0.0,0.0,0.0,0.0,0.18576865
8631,480,1,0.0,0.95,3.0,800.0,0.66240185
8632,480,0,3.0,0.7,3.0,200.0,0.34408355
8633,480,0,0.0,0.0,0.0,0.0,0.18576865
8634,480,0,1.0,0.5,1.0,50.0,0.27324280
8635,480,1,6.0,0.95,1.0,200.0,0.34552419
8636,480,0,0.0,0.0,0.0,0.0,0.18576865
8637,480,1,6.0,0.95,2.0,800.0,0.57148108
8638,480,0,1.0,0.5,2.0,50.0,0.27753189
8639,480,0,0.0,0.0,0.0,0.0,0.18576865
8730,486,0,1.0,0.5,2.0,800.0,0.54357179
8732,486,0,0.0,0.0,0.0,0.0,0.18576865
8733,486,1,3.0,0.5,3.0,800.0,0.51866203
8735,486,0,0.0,0.0,0.0,0.0,0.18576865
8736,486,0,1.0,0.95,3.0,200.0,0.42753168
8737,486,1,1.0,0.7,1.0,50.0,0.31154864
8738,486,0,0.0,0.0,0.0,0.0,0.18576865
8739,486,1,3.0,0.95,3.0,800.0,0.62050764
8740,486,0,0.0,0.95,2.0,50.0,0.38250106
8741,486,0,0.0,0.0,0.0,0.0,0.18576865
8743,486,1,3.0,0.7,2.0,200.0,0.33924890
8744,486,0,0.0,0.0,0.0,0.0,0.18576865
8745,486,1,6.0,0.95,1.0,800.0,0.56620945
8747,486,0,0.0,0.0,0.0,0.0,0.18576865
8785,489,0,3.0,0.95,2.0,50.0,0.34045694
8786,489,0,0.0,0.0,0.0,0.0,0.18576865
8787,489,0,3.0,0.7,3.0,50.0,0.29495424
8789,489,1,0.0,0.0,0.0,0.0,0.18576865
8790,489,0,1.0,0.7,3.0,50.0,0.32084294
8791,489,1,1.0,0.95,2.0,200.0,0.42227938
8792,489,0,0.0,0.0,0.0,0.0,0.18576865
8794,489,0,6.0,0.95,2.0,200.0,0.35040084
8795,489,0,0.0,0.0,0.0,0.0,0.18576865
8797,489,0,3.0,0.95,1.0,800.0,0.61033366
8798,489,1,0.0,0.0,0.0,0.0,0.18576865
8800,489,0,1.0,0.5,1.0,800.0,0.53823425
8801,489,0,0.0,0.0,0.0,0.0,0.18576865
8802,490,0,1.0,0.5,2.0,800.0,0.54357179
8804,490,0,0.0,0.0,0.0,0.0,0.18576865
8805,490,1,3.0,0.5,3.0,800.0,0.51866203
8807,490,0,0.0,0.0,0.0,0.0,0.18576865
8808,490,0,1.0,0.95,3.0,200.0,0.42753168
8809,490,1,1.0,0.7,1.0,50.0,0.31154864
8810,490,0,0.0,0.0,0.0,0.0,0.18576865
8811,490,1,3.0,0.95,3.0,800.0,0.62050764
8812,490,0,0.0,0.95,2.0,50.0,0.38250106
8813,490,0,0.0,0.0,0.0,0.0,0.18576865
8815,490,1,3.0,0.7,2.0,200.0,0.33924890
8816,490,0,0.0,0.0,0.0,0.0,0.18576865
8817,490,1,6.0,0.95,1.0,800.0,0.56620945
8819,490,0,0.0,0.0,0.0,0.0,0.18576865
8820,491,0,1.0,0.5,2.0,800.0,0.54357179
8822,491,0,0.0,0.0,0.0,0.0,0.18576865
8823,491,1,3.0,0.5,3.0,800.0,0.51866203
8825,491,0,0.0,0.0,0.0,0.0,0.18576865
8826,491,0,1.0,0.95,3.0,200.0,0.42753168
8827,491,1,1.0,0.7,1.0,50.0,0.31154864
8828,491,0,0.0,0.0,0.0,0.0,0.18576865
8829,491,1,3.0,0.95,3.0,800.0,0.62050764
8830,491,0,0.0,0.95,2.0,50.0,0.38250106
8831,491,0,0.0,0.0,0.0,0.0,0.18576865
8833,491,1,3.0,0.7,2.0,200.0,0.33924890
8834,491,0,0.0,0.0,0.0,0.0,0.18576865
8835,491,1,6.0,0.95,1.0,800.0,0.56620945
8837,491,0,0.0,0.0,0.0,0.0,0.18576865
8894,495,0,0.0,0.0,0.0,0.0,0.18576865
8895,495,0,3.0,0.7,1.0,200.0,0.33444754
8897,495,0,0.0,0.0,0.0,0.0,0.18576865
8898,495,0,3.0,0.7,3.0,200.0,0.34408355
8899,495,0,1.0,0.95,1.0,800.0,0.63882242
8900,495,1,0.0,0.0,0.0,0.0,0.18576865
8901,495,1,0.0,0.95,3.0,800.0,0.66240185
8902,495,0,3.0,0.7,3.0,200.0,0.34408355
8903,495,0,0.0,0.0,0.0,0.0,0.18576865
8904,495,0,1.0,0.5,1.0,50.0,0.27324280
8905,495,1,6.0,0.95,1.0,200.0,0.34552419
8906,495,0,0.0,0.0,0.0,0.0,0.18576865
8907,495,1,6.0,0.95,2.0,800.0,0.57148108
8908,495,0,1.0,0.5,2.0,50.0,0.27753189
8909,495,0,0.0,0.0,0.0,0.0,0.18576865
8911,496,0,3.0,0.95,2.0,50.0,0.34045694
8912,496,0,0.0,0.0,0.0,0.0,0.18576865
8913,496,0,3.0,0.7,3.0,50.0,0.29495424
8915,496,1,0.0,0.0,0.0,0.0,0.18576865
8916,496,0,1.0,0.7,3.0,50.0,0.32084294
8917,496,1,1.0,0.95,2.0,200.0,0.42227938
8918,496,0,0.0,0.0,0.0,0.0,0.18576865
8920,496,0,6.0,0.95,2.0,200.0,0.35040084
8921,496,0,0.0,0.0,0.0,0.0,0.18576865
8923,496,0,3.0,0.95,1.0,800.0,0.61033366
8924,496,1,0.0,0.0,0.0,0.0,0.18576865
8926,496,0,1.0,0.5,1.0,800.0,0.53823425
8927,496,0,0.0,0.0,0.0,0.0,0.18576865
8930,497,0,0.0,0.0,0.0,0.0,0.18576865
8931,497,0,3.0,0.7,1.0,200.0,0.33444754
8933,497,0,0.0,0.0,0.0,0.0,0.18576865
8934,497,0,3.0,0.7,3.0,200.0,0.34408355
8935,497,0,1.0,0.95,1.0,800.0,0.63882242
8936,497,1,0.0,0.0,0.0,0.0,0.18576865
8937,497,1,0.0,0.95,3.0,800.0,0.66240185
8938,497,0,3.0,0.7,3.0,200.0,0.34408355
8939,497,0,0.0,0.0,0.0,0.0,0.18576865
8940,497,0,1.0,0.5,1.0,50.0,0.27324280
8941,497,1,6.0,0.95,1.0,200.0,0.34552419
8942,497,0,0.0,0.0,0.0,0.0,0.18576865
8943,497,1,6.0,0.95,2.0,800.0,0.57148108
8944,497,0,1.0,0.5,2.0,50.0,0.27753189
8945,497,0,0.0,0.0,0.0,0.0,0.18576865
9036,503,0,1.0,0.5,2.0,800.0,0.54357179
9038,503,0,0.0,0.0,0.0,0.0,0.18576865
9039,503,1,3.0,0.5,3.0,800.0,0.51866203
9041,503,0,0.0,0.0,0.0,0.0,0.18576865
9042,503,0,1.0,0.95,3.0,200.0,0.42753168
9043,503,1,1.0,0.7,1.0,50.0,0.31154864
9044,503,0,0.0,0.0,0.0,0.0,0.18576865
9045,503,1,3.0,0.95,3.0,800.0,0.62050764
9046,503,0,0.0,0.95,2.0,50.0,0.38250106
9047,503,0,0.0,0.0,0.0,0.0,0.18576865
9049,503,1,3.0,0.7,2.0,200.0,0.33924890
9050,503,0,0.0,0.0,0.0,0.0,0.18576865
9051,503,1,6.0,0.95,1.0,800.0,0.56620945
9053,503,0,0.0,0.0,0.0,0.0,0.18576865
9092,506,0,0.0,0.0,0.0,0.0,0.18576865
9093,506,0,3.0,0.7,1.0,200.0,0.33444754
9095,506,0,0.0,0.0,0.0,0.0,0.18576865
9096,506,0,3.0,0.7,3.0,200.0,0.34408355
9097,506,0,1.0,0.95,1.0,800.0,0.63882242
9098,506,1,0.0,0.0,0.0,0.0,0.18576865
9099,506,1,0.0,0.95,3.0,800.0,0.66240185
9100,506,0,3.0,0.7,3.0,200.0,0.34408355
9101,506,0,0.0,0.0,0.0,0.0,0.18576865
9102,506,0,1.0,0.5,1.0,50.0,0.27324280
9103,506,1,6.0,0.95,1.0,200.0,0.34552419
9104,506,0,0.0,0.0,0.0,0.0,0.18576865
9105,506,1,6.0,0.95,2.0,800.0,0.57148108
9106,506,0,1.0,0.5,2.0,50.0,0.27753189
9107,506,0,0.0,0.0,0.0,0.0,0.18576865
9108,507,0,1.0,0.5,2.0,800.0,0.54357179
9110,507,0,0.0,0.0,0.0,0.0,0.18576865
9111,507,1,3.0,0.5,3.0,800.0,0.51866203
9113,507,0,0.0,0.0,0.0,0.0,0.18576865
9114,507,0,1.0,0.95,3.0,200.0,0.42753168
9115,507,1,1.0,0.7,1.0,50.0,0.31154864
9116,507,0,0.0,0.0,0.0,0.0,0.18576865
9117,507,1,3.0,0.95,3.0,800.0,0.62050764
9118,507,0,0.0,0.95,2.0,50.0,0.38250106
9119,507,0,0.0,0.0,0.0,0.0,0.18576865
9121,507,1,3.0,0.7,2.0,200.0,0.33924890
9122,507,0,0.0,0.0,0.0,0.0,0.18576865
9123,507,1,6.0,0.95,1.0,800.0,0.56620945
9125,507,0,0.0,0.0,0.0,0.0,0.18576865
9252,515,0,1.0,0.7,3.0,200.0,0.37200915
9253,515,0,1.0,0.95,3.0,800.0,0.64868073
9254,515,1,0.0,0.0,0.0,0.0,0.18576865
9255,515,0,0.0,0.95,3.0,50.0,0.38759053
9256,515,0,1.0,0.95,3.0,50.0,0.37326795
9257,515,1,0.0,0.0,0.0,0.0,0.18576865
9258,515,0,6.0,0.95,1.0,50.0,0.29628210
9259,515,1,1.0,0.7,3.0,800.0,0.59425102
9260,515,0,0.0,0.0,0.0,0.0,0.18576865
9262,515,0,1.0,0.7,2.0,200.0,0.36700167
9263,515,1,0.0,0.0,0.0,0.0,0.18576865
9265,515,1,1.0,0.95,1.0,800.0,0.63882242
9266,515,0,0.0,0.0,0.0,0.0,0.18576865
9267,515,0,0.0,0.95,3.0,50.0,0.38759053
9268,515,0,0.0,0.95,3.0,800.0,0.66240185
9269,515,1,0.0,0.0,0.0,0.0,0.18576865
9307,518,0,3.0,0.95,2.0,50.0,0.34045694
9308,518,0,0.0,0.0,0.0,0.0,0.18576865
9309,518,0,3.0,0.7,3.0,50.0,0.29495424
9311,518,1,0.0,0.0,0.0,0.0,0.18576865
9312,518,0,1.0,0.7,3.0,50.0,0.32084294
9313,518,1,1.0,0.95,2.0,200.0,0.42227938
9314,518,0,0.0,0.0,0.0,0.0,0.18576865
9316,518,0,6.0,0.95,2.0,200.0,0.35040084
9317,518,0,0.0,0.0,0.0,0.0,0.18576865
9319,518,0,3.0,0.95,1.0,800.0,0.61033366
9320,518,1,0.0,0.0,0.0,0.0,0.18576865
9322,518,0,1.0,0.5,1.0,800.0,0.53823425
9323,518,0,0.0,0.0,0.0,0.0,0.18576865
9360,521,0,1.0,0.5,2.0,800.0,0.54357179
9362,521,0,0.0,0.0,0.0,0.0,0.18576865
9363,521,1,3.0,0.5,3.0,800.0,0.51866203
9365,521,0,0.0,0.0,0.0,0.0,0.18576865
9366,521,0,1.0,0.95,3.0,200.0,0.42753168
9367,521,1,1.0,0.7,1.0,50.0,0.31154864
9368,521,0,0.0,0.0,0.0,0.0,0.18576865
9369,521,1,3.0,0.95,3.0,800.0,0.62050764
9370,521,0,0.0,0.95,2.0,50.0,0.38250106
9371,521,0,0.0,0.0,0.0,0.0,0.18576865
9373,521,1,3.0,0.7,2.0,200.0,0.33924890
9374,521,0,0.0,0.0,0.0,0.0,0.18576865
9375,521,1,6.0,0.95,1.0,800.0,0.56620945
9377,521,0,0.0,0.0,0.0,0.0,0.18576865
9432,525,1,1.0,0.95,3.0,200.0,0.42753168
9434,525,0,0.0,0.0,0.0,0.0,0.18576865
9435,525,0,3.0,0.7,1.0,800.0,0.55404722
9437,525,1,0.0,0.0,0.0,0.0,0.18576865
9440,525,0,0.0,0.0,0.0,0.0,0.18576865
9441,525,0,1.0,0.95,1.0,200.0,0.41704460
9442,525,1,3.0,0.5,3.0,200.0,0.30354117
9443,525,0,0.0,0.0,0.0,0.0,0.18576865
9444,525,0,3.0,0.7,2.0,50.0,0.29050416
9445,525,0,3.0,0.7,2.0,50.0,0.29050416
9446,525,1,0.0,0.0,0.0,0.0,0.18576865
9448,525,0,0.0,0.95,3.0,200.0,0.44246643
9449,525,0,0.0,0.0,0.0,0.0,0.18576865
9452,526,0,0.0,0.0,0.0,0.0,0.18576865
9453,526,0,3.0,0.7,1.0,200.0,0.33444754
9455,526,0,0.0,0.0,0.0,0.0,0.18576865
9456,526,0,3.0,0.7,3.0,200.0,0.34408355
9457,526,0,1.0,0.95,1.0,800.0,0.63882242
9458,526,1,0.0,0.0,0.0,0.0,0.18576865
9459,526,1,0.0,0.95,3.0,800.0,0.66240185
9460,526,0,3.0,0.7,3.0,200.0,0.34408355
9461,526,0,0.0,0.0,0.0,0.0,0.18576865
9462,526,0,1.0,0.5,1.0,50.0,0.27324280
9463,526,1,6.0,0.95,1.0,200.0,0.34552419
9464,526,0,0.0,0.0,0.0,0.0,0.18576865
9465,526,1,6.0,0.95,2.0,800.0,0.57148108
9466,526,0,1.0,0.5,2.0,50.0,0.27753189
9467,526,0,0.0,0.0,0.0,0.0,0.18576865
9560,532,0,0.0,0.0,0.0,0.0,0.18576865
9561,532,0,3.0,0.7,1.0,200.0,0.33444754
9563,532,0,0.0,0.0,0.0,0.0,0.18576865
9564,532,0,3.0,0.7,3.0,200.0,0.34408355
9565,532,0,1.0,0.95,1.0,800.0,0.63882242
9566,532,1,0.0,0.0,0.0,0.0,0.18576865
9567,532,1,0.0,0.95,3.0,800.0,0.66240185
9568,532,0,3.0,0.7,3.0,200.0,0.34408355
9569,532,0,0.0,0.0,0.0,0.0,0.18576865
9570,532,0,1.0,0.5,1.0,50.0,0.27324280
9571,532,1,6.0,0.95,1.0,200.0,0.34552419
9572,532,0,0.0,0.0,0.0,0.0,0.18576865
9573,532,1,6.0,0.95,2.0,800.0,0.57148108
9574,532,0,1.0,0.5,2.0,50.0,0.27753189
9575,532,0,0.0,0.0,0.0,0.0,0.18576865
9576,533,0,3.0,0.95,3.0,200.0,0.39808018
9577,533,1,3.0,0.5,2.0,200.0,0.29901649
9578,533,0,0.0,0.0,0.0,0.0,0.18576865
9579,533,0,3.0,0.5,3.0,200.0,0.30354117
9581,533,0,0.0,0.0,0.0,0.0,0.18576865
9582,533,0,3.0,0.5,3.0,50.0,0.25792433
9583,533,1,6.0,0.95,3.0,200.0,0.35530895
9584,533,0,0.0,0.0,0.0,0.0,0.18576865
9585,533,1,1.0,0.95,2.0,800.0,0.64376680
9586,533,0,3.0,0.5,1.0,200.0,0.29453072
9587,533,0,0.0,0.0,0.0,0.0,0.18576865
9588,533,0,3.0,0.7,1.0,800.0,0.55404722
9589,533,1,3.0,0.5,1.0,800.0,0.50792292
9590,533,0,0.0,0.0,0.0,0.0,0.18576865
9593,533,0,0.0,0.0,0.0,0.0,0.18576865
9630,536,0,1.0,0.5,2.0,800.0,0.54357179
9632,536,0,0.0,0.0,0.0,0.0,0.18576865
9633,536,1,3.0,0.5,3.0,800.0,0.51866203
9635,536,0,0.0,0.0,0.0,0.0,0.18576865
9636,536,0,1.0,0.95,3.0,200.0,0.42753168
9637,536,1,1.0,0.7,1.0,50.0,0.31154864
9638,536,0,0.0,0.0,0.0,0.0,0.18576865
9639,536,1,3.0,0.95,3.0,800.0,0.62050764
9640,536,0,0.0,0.95,2.0,50.0,0.38250106
9641,536,0,0.0,0.0,0.0,0.0,0.18576865
9643,536,1,3.0,0.7,2.0,200.0,0.33924890
9644,536,0,0.0,0.0,0.0,0.0,0.18576865
9645,536,1,6.0,0.95,1.0,800.0,0.56620945
9647,536,0,0.0,0.0,0.0,0.0,0.18576865
9702,540,0,1.0,0.7,3.0,200.0,0.37200915
9703,540,0,1.0,0.95,3.0,800.0,0.64868073
9704,540,1,0.0,0.0,0.0,0.0,0.18576865
9705,540,0,0.0,0.95,3.0,50.0,0.38759053
9706,540,0,1.0,0.95,3.0,50.0,0.37326795
9707,540,1,0.0,0.0,0.0,0.0,0.18576865
9708,540,0,6.0,0.95,1.0,50.0,0.29628210
9709,540,1,1.0,0.7,3.0,800.0,0.59425102
9710,540,0,0.0,0.0,0.0,0.0,0.18576865
9712,540,0,1.0,0.7,2.0,200.0,0.36700167
9713,540,1,0.0,0.0,0.0,0.0,0.18576865
9715,540,1,1.0,0.95,1.0,800.0,0.63882242
9716,540,0,0.0,0.0,0.0,0.0,0.18576865
9717,540,0,0.0,0.95,3.0,50.0,0.38759053
9718,540,0,0.0,0.95,3.0,800.0,0.66240185
9719,540,1,0.0,0.0,0.0,0.0,0.18576865
9792,545,1,6.0,0.95,2.0,50.0,0.30078316
9793,545,0,1.0,0.5,2.0,200.0,0.32509733
9794,545,0,0.0,0.0,0.0,0.0,0.18576865
9796,545,0,0.0,0.95,2.0,50.0,0.38250106
9797,545,0,0.0,0.0,0.0,0.0,0.18576865
9798,545,1,1.0,0.5,2.0,50.0,0.27753189
9800,545,0,0.0,0.0,0.0,0.0,0.18576865
9801,545,0,1.0,0.5,1.0,50.0,0.27324280
9802,545,1,0.0,0.95,1.0,800.0,0.65272244
9803,545,0,0.0,0.0,0.0,0.0,0.18576865
9804,545,0,0.0,0.95,2.0,800.0,0.65757854
9806,545,0,0.0,0.0,0.0,0.0,0.18576865
9807,545,0,1.0,0.7,2.0,800.0,0.58905808
9809,545,0,0.0,0.0,0.0,0.0,0.18576865
9828,547,1,6.0,0.95,2.0,50.0,0.30078316
9829,547,0,1.0,0.5,2.0,200.0,0.32509733
9830,547,0,0.0,0.0,0.0,0.0,0.18576865
9832,547,0,0.0,0.95,2.0,50.0,0.38250106
9833,547,0,0.0,0.0,0.0,0.0,0.18576865
9834,547,1,1.0,0.5,2.0,50.0,0.27753189
9836,547,0,0.0,0.0,0.0,0.0,0.18576865
9837,547,0,1.0,0.5,1.0,50.0,0.27324280
9838,547,1,0.0,0.95,1.0,800.0,0.65272244
9839,547,0,0.0,0.0,0.0,0.0,0.18576865
9840,547,0,0.0,0.95,2.0,800.0,0.65757854
9842,547,0,0.0,0.0,0.0,0.0,0.18576865
9843,547,0,1.0,0.7,2.0,800.0,0.58905808
9845,547,0,0.0,0.0,0.0,0.0,0.18576865
9864,549,1,6.0,0.95,2.0,50.0,0.30078316
9865,549,0,1.0,0.5,2.0,200.0,0.32509733
9866,549,0,0.0,0.0,0.0,0.0,0.18576865
9868,549,0,0.0,0.95,2.0,50.0,0.38250106
9869,549,0,0.0,0.0,0.0,0.0,0.18576865
9870,549,1,1.0,0.5,2.0,50.0,0.27753189
9872,549,0,0.0,0.0,0.0,0.0,0.18576865
9873,549,0,1.0,0.5,1.0,50.0,0.27324280
9874,549,1,0.0,0.95,1.0,800.0,0.65272244
9875,549,0,0.0,0.0,0.0,0.0,0.18576865
9876,549,0,0.0,0.95,2.0,800.0,0.65757854
9878,549,0,0.0,0.0,0.0,0.0,0.18576865
9879,549,0,1.0,0.7,2.0,800.0,0.58905808
9881,549,0,0.0,0.0,0.0,0.0,0.18576865
9900,551,1,1.0,0.95,3.0,200.0,0.42753168
9902,551,0,0.0,0.0,0.0,0.0,0.18576865
9903,551,0,3.0,0.7,1.0,800.0,0.55404722
9905,551,1,0.0,0.0,0.0,0.0,0.18576865
9908,551,0,0.0,0.0,0.0,0.0,0.18576865
9909,551,0,1.0,0.95,1.0,200.0,0.41704460
9910,551,1,3.0,0.5,3.0,200.0,0.30354117
9911,551,0,0.0,0.0,0.0,0.0,0.18576865
9912,551,0,3.0,0.7,2.0,50.0,0.29050416
9913,551,0,3.0,0.7,2.0,50.0,0.29050416
9914,551,1,0.0,0.0,0.0,0.0,0.18576865
9916,551,0,0.0,0.95,3.0,200.0,0.44246643
9917,551,0,0.0,0.0,0.0,0.0,0.18576865
9990,556,1,6.0,0.95,2.0,50.0,0.30078316
9991,556,0,1.0,0.5,2.0,200.0,0.32509733
9992,556,0,0.0,0.0,0.0,0.0,0.18576865
9994,556,0,0.0,0.95,2.0,50.0,0.38250106
9995,556,0,0.0,0.0,0.0,0.0,0.18576865
9996,556,1,1.0,0.5,2.0,50.0,0.27753189
9998,556,0,0.0,0.0,0.0,0.0,0.18576865
9999,556,0,1.0,0.5,1.0,50.0,0.27324280
10000,556,1,0.0,0.95,1.0,800.0,0.65272244
10001,556,0,0.0,0.0,0.0,0.0,0.18576865
10002,556,0,0.0,0.95,2.0,800.0,0.65757854
10004,556,0,0.0,0.0,0.0,0.0,0.18576865
10005,556,0,1.0,0.7,2.0,800.0,0.58905808
10007,556,0,0.0,0.0,0.0,0.0,0.18576865
10027,558,0,3.0,0.95,2.0,50.0,0.34045694
10028,558,0,0.0,0.0,0.0,0.0,0.18576865
10029,558,0,3.0,0.7,3.0,50.0,0.29495424
10031,558,1,0.0,0.0,0.0,0.0,0.18576865
10032,558,0,1.0,0.7,3.0,50.0,0.32084294
10033,558,1,1.0,0.95,2.0,200.0,0.42227938
